year,period,year_month,source_file,department,is_hospital_total,n_inpatients,patient_days,n_infected_patients,n_infection_episodes,incidence_pct,episode_incidence_pct,incidence_per_1000_pd,episode_incidence_per_1000_pd,n_underreported,underreport_pct,site_aad,site_ascites,site_bsi_non_catheter,site_burn,site_cauti,site_clabsi,site_clabsi_episodes,site_cns_other,site_genital_other,site_gi,site_infectious_diarrhoea,site_intraabdominal,site_intracranial_abscess,site_lower_resp,site_meningitis_ventriculitis,site_myocarditis_pericarditis,site_oral_fungal,site_oral_fungal_episodes,site_osteomyelitis,site_other,site_perineal_incision,site_septicaemia,site_skin,site_soft_tissue,site_spinal_canal,site_ssi_deep,site_ssi_deep_episodes,site_ssi_organ_space,site_ssi_organ_space_episodes,site_ssi_superficial,site_upper_resp,site_uti,site_vaginal_cuff,site_vap,site_vascular_related
2023,4,2023-04,2023-04,Gynaecology Ward,0,184,,3,3,1.63,1.63,,,0.0,0.0,,0.0,1,,0,,,,,0.0,0.0,,,2,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Rehabilitation Medicine Ward,0,153,,2,2,1.31,1.31,,,0.0,0.0,,0.0,1,,0,,,,,0.0,0.0,,,1,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Cardiology Ward 1,0,235,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Cardiology Ward 2,0,262,,1,1,0.38,0.38,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,1.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Infectious Diseases Ward,0,186,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Neonatology Ward,0,54,,2,2,3.7,3.7,,,0.0,0.0,,0.0,0,,0,,,,,1.0,1.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,General Surgery Ward 1,0,294,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Urology Ward,0,169,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Gastroenterology Ward,0,316,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Burn & Plastic Surgery Ward,0,60,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Ophthalmology Ward,0,233,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Neurology Ward 1,0,271,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Neurology Ward 2,0,246,,0,0,0.0,0.0,,,0.0,0.0,,0.0,0,,0,,,,,0.0,0.0,,,0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,
2023,4,2023-04,2023-04,Neurosurgery Ward,0,170,,5,6,2.94,3.53,,,0.0,0.0,,0.0,0,,1,,,,,0.0,0.0,,,2,,,,,,0.0,,1.0,,,,1.0,,,,1.0,,,,0.0,
